status_id,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,status_published,status_type_link,status_type_photo,status_type_status,status_type_video
-0.5477654976593711,-0.7753715498938429,-0.9512148642210576,-0.8469626168224299,-0.8165605095541402,-0.7199391171993912,-0.9784172661870504,-0.9872611464968153,-0.9607843137254902,-1.0,0.9520132936146073,0.0,0.0,0.0,1.0
-0.5477654976593711,-0.9363057324840764,-1.0,-1.0,-0.9363057324840764,-1.0,-1.0,-1.0,-1.0,-1.0,0.9517334483593825,0.0,1.0,0.0,0.0
-0.5477654976593711,-0.9036093418259024,-0.9775131014768937,-0.9667056074766355,-0.913375796178344,-0.9360730593607306,-0.9928057553956835,-0.9872611464968153,-1.0,-1.0,0.9510978458026909,0.0,0.0,0.0,1.0
-0.5477654976593711,-0.9528662420382166,-1.0,-1.0,-0.9528662420382166,-1.0,-1.0,-1.0,-1.0,-1.0,0.9509511682896079,0.0,1.0,0.0,0.0
-0.5477654976593711,-0.9095541401273886,-1.0,-1.0,-0.913375796178344,-0.9726027397260274,-1.0,-1.0,-1.0,-1.0,0.9482061114987115,0.0,1.0,0.0,0.0
-0.5477654976593711,-0.9078556263269639,-0.9994282991900906,-1.0,-0.9104033970276009,-0.984779299847793,-0.9928057553956835,-1.0,-1.0,-1.0,0.9481623655737597,0.0,1.0,0.0,0.0
-0.5477654976593711,-0.786411889596603,-0.9414959504525965,-0.9579439252336449,-0.8225053078556264,-0.786910197869102,-0.9280575539568345,-0.9745222929936306,-1.0,-0.8064516129032258,0.9480916001069186,0.0,0.0,0.0,1.0
-0.5477654976593711,-0.8747346072186837,-0.9568365888518342,-0.9690420560747663,-0.8895966029723992,-0.9025875190258752,-0.9928057553956835,-0.9872611464968153,-1.0,-0.935483870967742,0.9474469910362675,0.0,0.0,0.0,1.0
-0.5477654976593711,-0.9138004246284501,-0.9999047165316818,-1.0,-0.9159235668789809,-0.984779299847793,-1.0,-1.0,-1.0,-1.0,0.9472868037522435,0.0,1.0,0.0,0.0
-0.5477654976593711,-0.9278131634819533,-0.9991424487851358,-0.9994158878504673,-0.9290870488322718,-0.9908675799086758,-1.0,-1.0,-1.0,-1.0,0.9417799637873809,0.0,1.0,0.0,0.0
-0.5477654976593711,-0.910828025477707,-0.9998094330633636,-0.9982476635514018,-0.9142250530785563,-0.9786910197869102,-0.9928057553956835,-1.0,-1.0,-1.0,0.9407043286914405,0.0,1.0,0.0,0.0
-0.5477654976593711,-0.9057324840764331,-0.999618866126727,-1.0,-0.9095541401273886,-0.984779299847793,-0.9712230215827338,-1.0,-1.0,-1.0,0.9398197603559648,0.0,1.0,0.0,0.0
-0.5477654976593711,-0.8670912951167729,-0.999618866126727,-0.9988317757009346,-0.8704883227176221,-0.9817351598173516,-0.9856115107913669,-1.0,-1.0,-1.0,0.9390117473891575,0.0,1.0,0.0,0.0
-0.5477654976593711,-0.9112526539278132,-0.999618866126727,-1.0,-0.9150743099787686,-0.9756468797564688,-0.9928057553956835,-1.0,-1.0,-1.0,0.9389043125440484,0.0,1.0,0.0,0.0
-0.5477654976593711,-0.8530785562632697,-0.9989518818484993,-1.0,-0.8577494692144374,-0.969558599695586,-0.9928057553956835,-1.0,-1.0,-1.0,0.9363953550834214,0.0,1.0,0.0,0.0
-0.5477654976593711,-0.8590233545647559,-0.9904716531681753,-0.9824766355140186,-0.8713375796178344,-0.9299847792998478,-0.9928057553956835,-0.9363057324840764,-1.0,-1.0,0.9325309172716327,0.0,0.0,0.0,1.0
-0.5477654976593711,-0.9426751592356688,-0.9756074321105288,-0.9538551401869159,-0.9503184713375796,-0.9452054794520548,-1.0,-1.0,-1.0,-1.0,0.9308016665910781,0.0,0.0,0.0,1.0
-0.5477654976593711,-0.9363057324840764,-0.9835159599809433,-0.9725467289719626,-0.9439490445859873,-0.9512937595129376,-0.9928057553956835,-1.0,-0.9607843137254902,-1.0,0.9270961294184605,0.0,0.0,0.0,1.0
-0.5477654976593711,-0.9061571125265393,-0.9841829442591711,-0.9789719626168224,-0.9184713375796179,-0.9147640791476408,-1.0,-0.9872611464968153,-1.0,-1.0,0.9242661540673591,0.0,0.0,0.0,1.0
-0.5477654976593711,-0.9354564755838641,-0.9998094330633636,-1.0,-0.9367303609341826,-0.9908675799086758,-1.0,-1.0,-1.0,-1.0,0.9231184668597283,0.0,1.0,0.0,0.0
-0.5477654976593711,-0.9006369426751593,-0.9985707479752263,-0.9994158878504673,-0.9061571125265393,-0.9634703196347032,-0.9928057553956835,-1.0,-1.0,-1.0,0.9224719278217979,0.0,1.0,0.0,0.0
-0.5477654976593711,-0.9036093418259024,-0.9993330157217722,-0.9994158878504673,-0.9078556263269639,-0.9786910197869102,-0.9856115107913669,-0.9872611464968153,-1.0,-1.0,0.9224371884108056,0.0,1.0,0.0,0.0
-0.5477654976593711,-0.9583864118895966,-1.0,-1.0,-0.9592356687898089,-1.0,-0.9856115107913669,-1.0,-1.0,-1.0,0.9212843546237668,0.0,1.0,0.0,0.0
-0.5477654976593711,-0.9923566878980892,-1.0,-1.0,-0.9923566878980892,-1.0,-1.0,-1.0,-1.0,-1.0,0.9212676282406971,0.0,0.0,0.0,1.0
